business_age,annual_turnover,monthly_profit,monthly_expenses,existing_loan_amount,employee_count,credit_score,gst_compliance_score,debt_to_income_ratio,years_with_bank,upi_transaction_volume,loan_approved
16,45985314,490460,123807,6596527,287,736,67,0.94,4,3742128,0
5,27535772,23192,196032,6377528,19,514,55,0.8,3,4781622,0
11,12798205,271883,117997,3802911,276,504,66,0.69,9,2464110,0
18,22937500,248381,580887,6927508,159,805,74,0.49,9,3158678,0
18,38143316,773311,54558,6261848,275,540,57,0.81,7,554179,0
10,16877296,270569,261131,12961616,134,639,93,0.68,5,4304055,0
7,42393296,129884,35476,11243758,65,721,81,0.63,13,2208420,0
13,44345572,548738,187501,4923736,175,680,65,0.9,15,2256707,0
16,518050,632994,34253,13704142,22,558,50,0.99,4,2270492,0
10,32762514,596506,256382,4946313,202,634,61,0.61,6,1941267,0
9,14623834,703544,352027,7664581,146,716,66,0.28,14,2363031,0
2,13382772,494232,555600,5922042,233,549,79,0.92,5,830262,0
14,11491506,293441,80927,12399987,51,882,74,0.54,3,2682948,0
13,9495637,247286,133786,5863155,47,863,59,0.6,1,2039722,0
7,34188021,104207,224107,7498953,145,611,83,0.95,5,222552,0
6,10126555,209045,262892,323860,261,807,79,0.11,7,1867718,0
3,5399889,335033,368792,603258,37,542,51,0.46,8,2019571,0
18,3524424,450483,119718,12858995,86,841,88,0.83,15,1052205,0
2,47140069,228814,565338,9705603,147,879,77,0.57,14,1560975,0
12,16307482,587915,548148,3171706,141,705,79,0.38,13,3834233,0
7,42190793,705606,131074,5081676,70,896,81,0.51,14,2996100,0
8,47074034,431281,388179,6612896,91,853,94,0.36,9,650906,1
20,33248016,33388,98506,4292715,127,732,52,0.14,5,3808825,0
17,15337820,165223,26262,11309635,216,727,51,0.76,2,1097091,0
3,6586051,769012,539434,1606981,270,522,76,0.63,8,2819260,0
3,23566488,584211,142838,472326,57,504,71,0.91,6,3047161,0
13,29170274,332508,140712,13713104,86,867,92,0.88,14,2319825,0
4,34728733,232577,290341,8010408,206,525,61,0.84,11,3144150,0
2,41587185,383431,40375,8369756,198,814,63,0.43,14,2581804,0
1,42141422,39395,454622,9241539,19,790,58,0.3,10,2226022,0
20,1923107,52473,118413,11642077,219,816,92,0.55,8,4215948,0
10,20621416,459383,394619,7891947,70,605,88,0.41,11,3796313,0
17,7363077,518019,40956,13029657,279,537,94,0.61,5,1381643,0
20,26625409,196099,193761,13425707,84,526,65,0.73,8,721164,0
2,42217377,82130,551017,2434638,116,690,53,0.67,2,4903106,0
15,32687482,190376,418834,12177673,52,513,67,0.28,6,372203,0
14,25076130,545826,375130,13025789,30,699,62,0.58,14,705908,0
1,44764422,752129,218896,14499095,199,521,78,0.14,14,1587083,0
2,42299089,241687,75302,2863517,13,824,95,0.65,3,2620862,0
13,47318664,195046,160871,102756,283,823,55,0.51,12,1468442,0
17,11824348,282028,51626,5644309,17,830,69,0.12,15,3392081,0
10,42150659,321385,68800,5553238,166,571,57,0.3,14,2789408,0
6,41760863,494509,111344,6080151,103,744,93,0.71,1,4805272,0
6,3087707,89096,109157,5020207,102,710,53,0.2,11,4430868,0
1,8303176,272502,144785,11165983,288,765,79,0.71,5,711936,0
2,2031912,281710,419916,8981679,174,715,65,0.86,3,4359561,0
14,34955423,610900,505311,6325807,171,768,57,0.66,1,1100155,0
4,12441735,721176,105644,9807840,229,542,61,0.62,8,178448,0
2,36992370,118230,527363,8302862,131,711,68,0.41,15,904439,0
8,14404694,193763,391635,5034080,168,657,96,0.6,1,3670992,0
11,31626054,607619,68848,13631531,222,793,88,0.71,15,2790343,0
15,2266781,725397,200588,8760914,7,582,68,0.96,15,1651108,0
20,10908478,53778,165842,12484922,275,741,99,0.59,4,3933057,0
13,38649857,84645,389284,13968136,40,772,54,0.31,8,1570537,0
14,1752006,135089,141940,14552112,296,772,89,0.47,2,2605307,0
15,48013763,402168,119630,7699650,27,826,81,0.1,4,3846212,1
18,29412806,374628,595662,12024658,239,590,94,0.7,13,725128,0
9,41978377,122280,524491,14949196,186,742,72,0.14,4,3986864,0
4,26582953,566645,125782,3921066,52,819,71,0.77,1,3158845,0
1,792603,203887,179114,4908492,215,738,57,0.25,9,2251266,0
1,26611955,225571,443714,6576146,116,528,87,0.87,4,2767380,0
13,10670550,657782,291370,11982650,69,883,54,0.81,14,2583374,0
9,5262299,683179,285476,8681596,12,577,70,0.16,6,4550884,0
11,9200098,221589,107781,5732455,109,874,89,0.14,8,445792,1
5,998974,345895,436701,11713869,125,635,56,0.98,9,4137579,0
13,7697221,723951,446111,4535948,219,530,74,0.76,7,3162509,0
16,46898805,551709,57389,2883723,172,659,92,0.69,3,136726,0
11,21117148,542804,69959,1510173,223,681,51,0.21,6,2067310,0
12,23684372,103470,278193,10742004,246,882,99,0.5,6,4469615,1
12,20843323,716862,37560,2737124,284,507,61,0.61,3,4532534,0
11,20354190,714316,513605,8964710,214,798,65,0.78,6,254663,0
11,14651703,477321,539319,3029162,193,597,50,0.92,5,281630,0
2,34803687,598047,195376,9574013,262,671,91,0.47,3,1559191,0
13,34197056,735892,195113,1413124,169,759,63,0.45,1,2585643,0
4,10059033,68466,239972,8014804,184,593,100,0.61,5,1205703,0
15,28666117,126751,481785,3987744,2,776,70,0.29,8,3750376,0
16,18857574,102048,221653,3056228,188,896,73,0.56,13,4925432,0
13,30818016,721957,25040,1972688,9,660,87,0.36,9,3588443,0
20,10406320,668430,384148,8860687,112,583,64,0.57,12,4459855,0
9,47211267,724295,435945,3817464,107,874,90,0.83,15,1383450,0
16,46720830,336367,350491,10166503,88,782,51,0.87,11,2820318,0
4,37508150,775621,287084,12079747,281,812,78,0.3,13,2491931,0
18,28629355,104120,270741,2646563,209,685,92,0.21,7,4574637,0
10,2414202,220939,315191,1584207,211,503,50,0.56,15,1352630,0
12,38500500,338623,579823,6780553,190,794,55,0.57,6,2117507,0
16,34510424,91839,492393,13759427,163,621,85,0.8,8,172984,0
12,3290580,244607,176303,100761,164,869,64,0.35,3,580217,0
6,1804923,431484,53209,13659860,10,895,53,0.85,12,85527,0
12,13234957,317365,436658,5503027,40,781,68,0.49,15,2858172,0
18,43691015,361362,336740,2004317,215,770,58,0.87,1,195270,0
6,46945729,647596,537481,9657417,116,509,100,0.37,12,2682542,0
8,22652610,141860,527188,10603953,261,818,91,0.22,7,423618,1
12,4290249,254946,255036,2241919,247,745,73,0.19,8,522956,0
5,4355189,226826,198140,14785458,73,682,77,0.71,14,2435560,0
18,18846783,253736,109108,8703315,68,646,71,0.97,6,1336378,0
1,28966684,429757,345644,9124519,53,730,66,0.25,12,672252,0
18,2298764,557934,173814,11402074,241,561,82,0.29,2,1620588,0
14,35630044,721360,482447,12232037,137,581,64,0.89,11,2993679,0
14,42690056,194414,200412,13134078,142,578,58,0.62,7,1858652,0
11,42142613,605745,308601,1521776,218,874,54,0.62,3,201922,0
4,18104464,791254,380151,10699546,294,817,100,0.67,10,2331291,0
17,35230129,439742,340673,12112085,264,666,57,0.65,11,1720287,0
18,46929843,116020,574450,6795946,29,558,59,0.64,14,2848575,0
13,46004199,355359,460801,3700813,166,547,83,0.12,14,4454166,0
13,48087110,356804,404004,5429058,127,716,73,0.86,7,3105231,0
9,39394005,166307,568521,13925505,266,634,63,0.49,15,1461460,0
10,972701,485702,365812,3951195,188,689,92,0.18,9,2438080,0
13,47436995,780098,210865,7472933,140,797,62,0.21,2,2598158,0
16,42528046,164360,214090,6312750,198,508,93,0.12,1,3423679,0
20,14232874,617382,560956,4476786,85,849,88,0.87,14,4083779,0
15,25915724,489414,484464,6876982,91,775,66,0.4,4,3182186,0
6,27609560,77646,112355,10634428,300,802,94,0.44,8,1590621,1
13,19901618,455260,207110,5825495,255,652,96,0.14,14,57709,0
5,25893170,274616,225493,6381771,169,829,65,0.93,8,1754778,0
9,15489137,259286,153687,9580871,272,643,95,0.94,3,1311628,0
4,2344623,149245,470307,4429885,169,696,77,0.45,8,2239878,0
12,10789693,633018,389614,12242930,83,809,83,0.65,9,4567280,0
19,34561637,255088,519621,1951479,82,778,68,0.36,10,3980899,0
4,17489418,569112,60426,3691744,239,832,99,0.11,4,1897595,1
7,21902334,660192,287590,13286268,84,658,86,0.98,7,4070664,0
18,21183552,356046,498920,14725630,125,755,90,0.15,4,2649416,1
6,47820769,369763,177347,12872102,257,597,73,0.42,11,1478537,0
16,47081976,340993,437776,11411937,104,625,57,0.46,12,3795305,0
2,10597518,611499,354465,4126461,172,781,85,0.68,12,300484,0
16,11112101,695312,358047,3129269,136,614,95,0.48,15,3702437,0
18,45547198,680171,41557,10643247,265,831,86,0.43,15,4664746,1
10,20671558,586860,131297,7919935,21,703,76,0.24,14,3125683,0
6,7878228,534377,242932,5367836,220,876,84,0.56,1,3981472,0
4,39698481,96172,36111,7608705,184,562,58,0.15,8,1502861,0
17,47453795,322897,192276,8005238,125,728,96,0.89,3,2939753,0
11,22078105,304119,13414,9510612,260,632,79,0.55,4,754403,0
12,45275983,568869,39597,1707376,240,897,82,0.63,8,2575653,0
5,43182929,521653,121726,1489172,225,793,99,0.37,15,2098826,1
8,44959719,694493,115764,5192030,107,585,84,0.85,14,2013768,0
3,4431001,298646,500258,14115156,35,574,84,0.95,9,4279128,0
13,46878351,388125,158491,6330948,114,764,87,0.13,14,4630140,1
19,9396324,294143,464282,4114329,9,519,89,0.49,3,3691555,0
11,46288618,391647,116551,1721720,165,627,92,0.13,3,3493208,0
11,22708658,347727,27310,13325470,173,899,51,0.17,1,2904581,0
20,16031059,792090,112360,2969112,267,534,78,0.62,15,3706906,0
7,48049746,399475,240677,782514,242,562,68,0.84,10,63275,0
9,20869536,577419,319166,5536702,29,787,78,0.15,12,236828,0
7,49469728,686282,329842,8709501,284,667,90,0.43,5,4209353,0
3,11214763,35733,250700,10523394,56,804,100,0.97,14,3890247,0
11,6243101,225570,591714,4774063,221,747,65,0.93,11,3451209,0
15,45898083,204091,31350,10364226,55,545,56,0.97,8,4678597,0
1,44356017,127216,183430,12066133,291,813,55,0.32,6,428747,0
7,35734804,731647,218928,10437062,95,532,97,0.92,3,3040417,0
3,8473248,783224,17929,8988676,298,566,76,0.62,10,3303954,0
1,3998199,370954,171079,7583720,33,898,96,0.9,10,4663125,0
10,9828399,29181,206831,5430255,265,709,74,0.82,14,1215540,0
6,14696368,570109,199209,5998836,66,625,58,0.91,3,218495,0
14,16345981,629154,99153,7152773,45,643,88,0.91,1,668221,0
5,22742043,771499,235858,5740165,174,652,66,0.79,14,2877446,0
9,40184839,785561,397176,11800794,229,619,74,0.74,14,1140319,0
11,42559445,324331,277775,6396533,94,774,96,0.92,6,3383990,0
19,34334851,315296,459449,1163314,138,507,79,0.12,9,4927177,0
16,4079509,201194,142169,474660,121,560,56,0.89,11,2138623,0
18,27852216,518374,379897,4182008,75,518,89,0.33,6,3553938,0
17,2104225,166428,260565,3491139,60,689,91,0.76,12,297814,0
7,5976925,651384,400298,8656237,101,572,92,0.22,14,4159696,0
7,3245983,63518,523791,12391931,222,707,71,0.15,5,2473001,0
18,14184080,334776,217066,660264,173,568,56,0.33,4,998533,0
10,40474157,93021,129339,8199408,203,830,84,0.9,10,3982441,0
9,15652345,311156,232430,8813840,59,875,89,0.76,8,4121971,0
19,47133031,93848,126156,9334569,233,554,59,0.21,6,3177486,0
15,4105081,616775,463611,2087888,22,650,75,0.49,5,849847,0
16,10562317,793784,283859,14158431,166,580,70,0.76,7,4159384,0
13,33702707,480071,533968,6320481,16,583,70,0.79,11,2615874,0
12,12568912,247518,316792,2633157,165,793,69,0.58,11,3534198,0
18,40087764,409867,588130,911886,84,614,94,0.66,8,4428193,0
14,28336564,377421,282820,223064,261,755,100,0.31,13,2687949,1
4,27385360,503119,286067,3030881,60,597,54,0.7,10,235890,0
10,41537847,569630,442934,683152,147,809,54,0.56,1,1459983,0
9,25204344,285091,400294,7802666,280,861,93,0.25,13,602569,1
7,31986500,401717,334289,5639350,74,691,67,0.71,8,4070328,0
6,6175618,95904,463799,9005555,83,846,85,0.19,2,4617431,1
10,34991372,376512,512126,7336008,275,832,60,0.71,14,1802862,0
5,17622897,489895,214416,576677,77,695,88,0.93,3,4985954,0
5,21537277,32216,373689,2479469,55,871,83,0.81,12,665418,0
18,42022795,569066,153675,14854680,43,596,89,0.43,5,4272913,0
18,22466019,640758,296163,12750654,90,674,64,0.95,8,2115996,0
13,31372834,734774,98346,4916084,146,842,91,0.33,7,55009,1
15,3050574,781825,183411,11323370,166,614,93,0.8,9,2206589,0
2,40826816,418585,551984,12444936,265,616,75,0.5,11,3842734,0
5,25803185,655454,581954,7319326,297,794,65,0.22,15,174539,0
20,39840097,491910,443908,503622,101,609,67,0.62,6,3695113,0
14,26173589,357164,313261,4237099,92,647,73,0.94,9,4016141,0
4,36391827,592258,213917,1528231,115,567,62,0.5,3,3213781,0
15,31243108,622101,384539,12525812,176,686,88,0.29,1,1325323,0
3,1242494,341128,352789,7856089,269,714,98,0.68,11,2777668,0
11,30230193,643620,234994,9397536,264,765,81,0.88,9,672985,0
2,37006080,629195,260091,14989331,242,683,81,0.48,3,4640009,0
8,45593726,327407,482944,9582483,198,759,52,0.83,13,3533387,0
20,4593502,89232,117292,5708390,31,635,74,0.17,3,4385666,0
1,8126053,364906,583479,11415682,44,520,74,0.67,7,1983586,0
3,31563244,90294,571641,6558778,205,608,97,0.29,4,4536397,0
10,29720833,600324,406267,1797647,32,600,57,0.58,7,711947,0
6,15140566,461243,508214,9860416,39,850,64,0.74,11,2871201,0
2,33760605,560796,169394,6599657,189,734,61,0.24,9,3942690,0
15,23618041,236153,310949,4615884,295,670,61,0.74,8,398334,0
15,27764004,594269,456926,7072312,191,860,100,0.69,10,3995474,0
18,11901408,559484,261327,7392444,262,694,89,0.18,14,1831712,0
3,18819045,776378,325168,5876236,204,702,50,0.64,10,1545005,0
2,44428951,482754,113248,476628,154,815,84,0.72,5,4682602,0
16,9927089,441386,307836,2607378,159,586,87,0.17,7,3482729,0
17,37649545,618556,140529,5829714,138,833,56,0.87,12,4772451,0
6,8255172,365785,422145,12785338,139,515,98,0.74,11,2198666,0
6,41951106,431064,567774,12413118,58,553,76,1.0,2,2223826,0
10,14221714,672441,471192,13557443,147,532,92,0.15,14,2396255,0
2,32225633,492900,72756,5476514,182,876,80,0.32,14,199454,1
20,29659957,732281,95248,6627871,131,814,90,0.37,9,1431289,1
2,571824,457948,80459,4846097,24,633,100,0.2,4,1524232,0
15,19386194,765679,317407,4136711,233,880,52,0.42,13,1133486,0
11,44408363,237245,33322,3793299,43,521,89,0.47,13,432121,0
9,2649974,696205,147423,2896853,21,750,51,0.6,10,3728187,0
3,29684322,619795,579528,3769949,165,593,92,0.28,1,749312,0
3,28038995,445778,19391,12270101,214,814,100,0.28,11,378911,1
17,32247987,252561,127935,1563035,89,741,56,0.31,1,4720751,0
19,2855926,75147,517688,14878768,276,739,78,0.98,11,4123263,0
18,25971159,204806,42042,13529553,230,790,80,0.82,4,2452228,0
3,41624953,556695,226208,392819,203,851,73,0.75,11,386509,0
16,19657637,217467,426299,1196420,259,713,92,0.78,1,2274920,0
2,25472002,142597,214845,6931846,245,636,71,0.82,7,2818089,0
18,5616838,375013,384793,175351,219,583,74,0.29,9,2785500,0
12,26164575,193311,283770,13650964,34,742,61,0.82,14,1782809,0
5,45740798,256422,250479,8491660,39,791,91,0.48,3,987448,1
6,43970064,439658,415486,6506841,177,726,86,0.22,3,3175922,1
20,5702670,70491,198084,6972959,287,610,79,0.43,1,2372097,0
3,41522684,277589,466485,8980328,195,611,52,0.32,1,1318839,0
6,27191581,380634,144375,12024708,22,551,95,0.19,7,1908608,0
15,28864512,538557,435516,7876398,111,752,97,0.62,4,139734,0
5,2799050,750635,426395,9285602,173,614,91,0.62,11,4011684,0
11,28674663,710687,497233,5661714,64,815,97,0.84,1,1410697,0
20,19169653,461176,119500,7349953,178,540,99,0.39,10,2035412,0
12,24702033,155914,564575,11107763,34,740,90,0.61,7,3098125,0
12,18682597,374841,286302,1561213,148,765,55,0.54,12,4591060,0
20,23440521,234813,70816,9788219,147,689,76,0.19,3,2735430,0
14,35187043,615503,418261,3329761,187,694,69,0.14,15,506345,0
13,12573657,222072,406641,6014311,227,546,92,0.73,9,3355350,0
5,41101622,667932,590676,12914183,284,638,74,0.9,15,2258789,0
16,15497629,104322,467829,608697,225,568,100,0.66,4,2756604,0
3,14196678,651373,146094,982476,201,530,50,0.58,14,1984028,0
9,10587826,37674,184591,9729813,269,604,50,0.85,8,84063,0
18,37627698,115241,402645,6442423,217,728,74,0.12,6,2240811,0
5,3530802,64903,315319,8184262,137,898,63,0.62,4,4902973,0
7,35055119,484594,467936,5131893,288,610,89,0.33,10,4786620,0
13,22159465,147772,410234,12055214,74,689,69,0.82,5,1416445,0
16,38558024,124496,413431,14941657,152,783,56,0.53,7,3143665,0
17,28057622,396594,357631,728904,83,612,69,1.0,14,604078,0
1,26671976,526295,160965,411129,179,586,95,0.68,15,52386,0
20,27961869,764788,42776,5933448,205,556,81,0.79,15,3752834,0
1,5500618,343532,529364,4880320,129,580,61,0.64,14,597103,0
15,45698663,623121,207176,11094920,51,640,100,0.97,14,1769980,0
15,47264975,138692,382793,12784138,15,697,76,0.34,6,4987633,0
19,29494349,793357,300407,5042226,180,807,96,0.27,5,2674860,1
10,42466128,54406,135835,12321477,113,696,59,0.95,14,1164712,0
5,29635744,171447,291320,365146,155,662,97,0.39,14,3336083,0
5,16018454,108688,582938,3293386,151,769,68,0.74,14,747650,0
2,5107735,377973,198641,12331118,7,774,89,0.84,10,1061293,0
3,33869982,574802,417697,14982652,239,738,71,0.81,8,4998094,0
8,3280897,159239,496929,13544308,1,519,80,0.75,7,4805247,0
19,12955439,375987,446485,5885510,109,789,69,0.61,7,4585241,0
13,26329413,660152,272675,11209929,207,774,92,0.91,4,458026,0
17,7924197,203674,269988,12929014,123,771,70,0.31,14,3330100,0
13,10306632,47536,317652,3611304,187,698,100,0.71,7,643014,0
20,31330565,368383,207766,11368847,185,504,70,0.72,13,1862336,0
19,49283505,484983,170848,390222,20,538,97,0.47,6,3316170,0
17,48803715,289985,571006,1482048,128,805,71,0.37,14,4887133,0
15,41815165,676245,422883,8915578,29,797,69,0.51,9,196459,0
11,18509944,345434,46581,4238586,61,807,57,0.19,8,1710168,0
2,32916814,286140,335136,2684966,81,647,92,0.21,10,3199948,0
12,30854993,734349,230881,827660,207,897,74,0.38,2,280152,0
18,6748099,572228,199208,11204070,295,521,72,0.8,15,614946,0
4,39665794,214608,532049,12636841,71,560,94,1.0,9,3728989,0
10,36348587,280139,570546,7765202,294,890,73,0.65,1,2442210,0
1,9633208,604130,56380,7052952,113,869,53,0.69,13,1264267,0
10,24180520,106417,520620,4379737,264,530,55,0.61,3,1300052,0
16,29500241,387341,153060,14579078,118,850,57,0.46,6,1171153,0
1,22886424,341811,143782,2739872,108,813,92,0.13,4,3954229,1
6,15375634,310857,105821,6410103,228,818,68,0.36,5,4299303,0
12,981960,493664,410328,2910899,243,876,58,0.31,7,4740095,0
14,49441465,287970,46533,13387629,150,722,62,0.52,14,1474140,0
11,39987721,174269,377148,14129803,137,676,100,0.31,5,2540878,0
18,33701183,678937,277807,9535355,199,803,52,0.17,12,1970703,0
19,47255030,112126,481696,5525197,188,738,96,0.68,3,4442659,0
1,18920693,329699,546096,5675025,227,680,70,0.29,14,909938,0
3,23359213,599672,34281,6023155,148,783,94,0.49,5,2425786,1
10,37540071,711265,59390,1142229,230,751,62,0.88,7,1064625,0
10,44705837,25346,220481,9438723,128,718,91,0.64,5,3517883,0
10,36463134,274675,140595,13110569,257,778,63,0.82,15,201769,0
16,31779010,628912,238616,9744035,294,550,57,0.44,6,3237377,0
5,32299144,83063,118265,5726612,290,640,82,0.6,14,725764,0
4,33015917,273679,235303,9787653,93,595,88,0.69,11,4006071,0
20,14972977,634818,301613,5501306,103,752,54,0.34,3,4347318,0
8,37646638,366284,546791,6809213,115,538,76,0.57,10,1706301,0
6,22320216,195169,189808,13939290,188,848,70,0.97,9,547795,0
6,24315058,35085,577255,6934124,240,674,65,0.14,5,159361,0
10,3981979,408121,581059,5407292,12,669,95,0.19,4,630462,0
1,49091326,583781,362716,14184261,73,806,98,0.23,1,4666443,1
12,10088621,518523,312251,7153801,112,712,91,0.74,7,3870166,0
15,6710948,694488,388387,7933154,252,758,76,0.13,1,4653356,0
20,16608516,358784,11834,12783465,215,524,55,0.41,6,264490,0
1,33532546,609201,169358,1642400,264,743,78,0.52,3,2988078,0
6,48213746,159912,37937,10770032,128,739,91,0.8,11,2786228,0
20,9152659,543403,390815,8951608,238,522,69,0.92,5,4929723,0
6,44542676,682984,223218,14705526,16,579,85,0.77,11,2142227,0
14,27073050,189362,261763,9360712,178,817,71,0.56,4,352904,0
2,47870268,688462,339059,2283919,147,889,60,0.55,5,2990860,0
18,23960815,729121,64588,2898060,122,862,53,0.91,4,1086737,0
5,45850120,702919,362384,4664007,98,608,56,0.85,7,4794996,0
10,26395280,195280,419591,6642398,246,886,79,0.24,4,3142778,0
4,16392833,551101,339920,4052508,186,561,98,0.52,11,4991270,0
5,11770025,501945,575227,9746138,43,628,63,0.98,13,2644536,0
2,31106868,725400,82230,8934747,10,683,97,0.37,9,2865552,0
3,47570754,637179,302339,6213200,91,773,68,0.94,13,3340117,0
10,738652,746360,137318,2863326,257,505,79,0.65,14,4941586,0
13,23552897,216186,290133,2427944,241,868,68,0.78,7,1326694,0
16,9241556,517067,99719,13057707,78,513,50,0.19,10,3111528,0
1,22187001,288502,505540,14747075,250,624,89,0.89,4,1077028,0
1,35453627,235405,73105,8376612,112,680,96,0.19,2,2869398,0
3,39518000,654653,463877,13356877,83,513,55,0.14,2,3059612,0
12,35686735,204957,27161,9352055,53,752,69,0.56,2,687955,0
2,34840857,332636,424284,1100034,83,839,72,0.42,8,2342350,0
19,7936518,230909,39471,14889609,283,724,50,0.92,1,737150,0
15,28879988,739813,93449,11990501,248,714,100,0.74,7,1231018,0
17,3438968,24729,274684,9715704,65,543,92,0.16,15,802365,0
10,35857632,517563,568969,5563849,292,559,77,0.84,12,1521248,0
1,24026016,389422,434723,7379365,96,504,82,0.19,9,4505303,0
4,31841531,391149,482939,7471255,276,592,59,0.21,11,4976547,0
11,24882585,187893,326576,10108779,69,626,92,0.66,4,992938,0
6,24586232,687308,264840,479113,214,766,82,0.52,9,560180,0
18,13041812,130746,387298,8847601,97,885,85,0.81,11,4595905,0
8,14364260,239135,206325,4798084,240,740,74,0.22,14,1081198,0
20,20819981,318058,243002,14055170,243,555,83,0.7,6,1241723,0
7,11027797,595746,173601,7455880,238,805,91,0.62,11,4951449,0
8,31408755,553001,584200,2044572,92,773,56,0.38,2,426975,0
10,40912940,88208,503326,5444989,219,897,79,0.97,15,3241876,0
17,33100554,243746,232518,3967623,252,728,75,0.53,14,2967234,0
12,10562478,492481,580177,5470692,286,628,99,0.99,6,1376770,0
19,20611275,275146,532267,14506812,144,819,93,0.5,15,1706877,1
17,16042385,179946,271752,3618105,9,644,80,0.37,7,573438,0
15,39585793,59104,386436,1858041,25,889,89,0.85,5,1930356,0
17,12909570,753510,338864,4130642,73,608,87,0.11,14,2801875,0
10,9823284,633445,588345,3019222,122,729,52,0.92,1,2751280,0
16,4588267,302930,398734,6494080,296,714,88,0.36,6,720384,1
5,45701705,69593,507470,143889,67,538,94,0.41,10,4625229,0
1,38063731,290701,27366,13501771,198,740,60,0.94,3,349535,0
2,15353819,173250,466672,11857281,16,805,57,0.97,10,2055142,0
11,31773801,146288,572290,13629529,88,640,97,0.48,8,4471403,0
13,22263371,593046,335725,13268712,129,632,63,0.65,9,3725293,0
5,24440509,576075,512721,2070291,109,731,62,0.15,7,2809754,0
3,11322591,270936,465098,3984449,172,828,75,0.91,1,3781451,0
6,28398274,498255,136073,7071425,235,864,65,0.85,10,1082053,0
8,12192022,691780,124655,14154187,23,853,60,0.64,15,80513,0
16,19489214,175336,562804,9836865,276,632,67,0.48,3,3998706,0
17,12978940,442657,23459,2738355,132,871,50,0.92,9,4620515,0
13,42673739,775602,175276,10265495,161,741,56,0.55,12,3585143,0
1,29427020,84284,325669,11863541,300,585,74,0.45,3,395283,0
11,31324408,795374,260793,6365518,13,627,96,0.41,10,778513,0
14,18530790,239601,380550,14607470,291,643,86,0.2,5,1728514,0
17,14534297,659323,224071,1198330,84,818,86,0.17,2,1254839,1
8,44918856,688033,76164,2915412,122,873,53,0.18,8,2167999,0
15,27204464,759769,403501,11473858,248,537,93,0.59,12,3895433,0
6,42365235,557220,203927,13501013,248,521,71,0.99,4,3898259,0
16,18374227,450883,439858,4091558,77,726,69,0.73,7,3256245,0
3,8456598,193596,345352,14263047,67,549,79,0.69,6,3067470,0
5,10393519,452460,106274,3254392,91,811,57,0.51,8,4753826,0
20,3432482,488452,389367,11466829,80,646,94,0.13,12,2470093,0
1,43696713,293311,586320,9071675,101,513,68,0.66,7,4755973,0
5,3614056,572322,532082,4011282,54,603,92,0.69,2,2156395,0
18,21757577,364879,368620,2306834,299,813,61,0.99,12,4295696,0
15,6592697,72177,84165,4305941,263,570,56,0.56,14,212600,0
9,40989206,87519,25328,2471352,155,893,95,0.57,4,3270281,0
20,5104115,389505,97333,176919,203,737,95,0.13,3,2744245,1
11,9471480,744776,269029,14794016,98,621,63,0.46,4,1053876,0
12,23700806,39073,435016,9515815,179,825,65,0.6,1,4638018,0
2,14427968,553254,476290,10129612,118,714,94,0.66,5,2979910,0
8,37078490,550876,141262,12647213,254,585,79,0.92,10,2732637,0
3,31832704,474565,354197,12563178,231,514,85,0.68,6,1569718,0
14,23117748,264627,376505,13635201,27,567,66,0.16,7,4076907,0
14,31220851,565872,535332,970754,131,724,93,0.85,1,3082592,0
17,37321005,599796,72570,123634,183,579,89,0.81,5,3878900,0
12,40999617,174911,83234,9652356,30,853,79,0.2,14,1457921,0
18,20940934,87710,267067,8695201,179,664,58,0.94,6,2089939,0
5,2136893,367385,277966,6678571,188,614,76,0.94,12,1976538,0
13,25407166,600060,427658,8336786,294,595,100,0.22,12,4417201,0
4,10348161,252851,186570,4359456,282,897,86,0.2,9,2390358,1
4,41331259,483892,293866,2326313,256,650,57,0.84,10,3478746,0
11,3482701,381445,497690,9328913,121,765,91,0.83,9,3903400,0
3,1518170,661455,119278,10196346,112,750,69,0.46,12,3590071,0
18,19494680,604526,329393,7809736,50,553,51,0.9,14,3548983,0
11,16145344,455802,531625,7362577,184,675,57,0.24,12,2449925,0
3,30566961,510910,238619,6603430,182,761,79,0.38,12,4913269,0
7,21097445,781056,154161,12593714,73,634,53,0.42,9,124763,0
2,2005100,581207,154357,6629783,239,854,54,0.33,2,2286030,0
17,34472104,794146,150690,7602479,65,875,74,0.38,12,1129985,0
9,48119332,505503,381417,2618357,20,662,78,0.91,9,1587463,0
8,14100357,209175,72430,6931792,213,537,89,0.63,10,4886272,0
7,31373557,66648,172266,4393791,259,512,76,0.4,5,1297120,0
3,5976080,118679,293960,14615794,36,749,89,0.87,6,3762926,0
12,31016850,763252,79858,12939825,135,871,53,0.48,3,1754263,0
1,17372207,258661,306930,8301528,185,676,69,0.74,4,1893386,0
4,20999120,658629,280587,12957570,12,892,90,0.26,9,3793080,1
17,11283388,455569,34938,13296972,142,842,82,0.56,5,1657514,0
11,16609463,341566,185468,2126278,76,605,99,0.5,1,3645884,0
4,5571893,790192,39690,6973377,130,535,72,0.58,14,4886430,0
6,9376412,93937,245664,686843,75,631,85,0.73,8,2340409,0
10,12131605,403644,443823,479128,145,815,54,0.24,15,3282357,0
13,18687306,423217,545381,3405684,290,679,63,0.58,8,4570919,0
16,44051978,249801,10294,147640,163,540,53,0.1,13,2528300,0
18,2014667,668551,346057,5338861,190,708,50,0.29,8,4348222,0
